coin for the ferryman, nickelback, flying down the highway like a bat out of hell my buddy bradley's in the middle darcy's lookin' out the window we just got high and hopin' no one can tell but with the icky of the sticky it don't matter where the wind blows  lighter in my hand and i've got nothing to burn except a little turpentine inside of those five paint cans get grandpa's shotgun and we'll all take turns but don't you ever say a word cause you know momma's gonna hate that  the dice that we've been rollin' with our lives are better stolen when you're walking through the fire for fun tidal wave in motion you can't hide from the explosion in three two one  we're smokin' dynamite too many fuses to light (got kingdom come on the run) gonna steal beg and borrow a thousand fahrenheit and we're about to ignite so keep the throttle to the bottom we may never see tomorrow if tonight's our time to go the one thing i know we'll need a coin for the ferryman leave us a coin for the ferryman  countin' every nickel dime and five dollar bill so we've been stealin' gasoline and laying low out on the backroads the city lights are glowin' over the hill and we can make it but we take the chance of never coming back home  the dice that we've been rollin' with our lives are better stolen when you're walking through the fire for fun tidal wave in motion you can't hide from the explosion in three two one  we're smokin' dynamite too many fuses to light (got kingdom come on the run) gonna steal beg and borrow a thousand fahrenheit and we're about to ignite so keep the throttle to the bottom we may never see tomorrow if tonight's our time to go the one thing i know we'll need a coin for the ferryman leave us a coin for the ferryman  one for the road and one for those in heaven one for the lord and take it from the devil don't even try 'cause you know you can't hide better run better run better run  we're smokin' dynamite too many fuses to light (got kingdom come on the run) gonna steal beg and borrow a thousand fahrenheit and we're about to ignite so keep the throttle to the bottom we may never see tomorrow if tonight's our time to go the one thing i know (one thing i know) we're smokin' dynamite (smokin' dynamite) (got kingdom come on the run) a thousand fahrenheit so keep the throttle to the bottom we may never see tomorrow if tonight's our time to go the one thing i know we'll need a coin for the ferryman leave us a coin for the ferryman
trying not to love you, nickelback, you call to me and i fall at your feet how could anyone ask for more? (how could anyone ask for more?) and our time apart like knives in my heart how could anyone ask for more? (how could anyone ask for more?)  but if there's a pill to help me forget god knows i haven't found it yet but i'm dying to god i'm trying to  'cause trying not to love you only goes so far and trying not to need you is tearing me apart can't see the silver lining from down here on the floor and i just keep on trying but i don't know what for 'cause trying not to love you only makes me love you more only makes me love you more  and this kind of pain only time takes away that's why it's harder to let you go (that's why it's harder to let you go) and nothing i can do without thinking of you that's why it's harder to let you go (that's why it's harder to let you go)  but if there's a pill to help me forget god knows i haven't found it yet but i'm dying to god i'm trying to  'cause trying not to love you only goes so far trying not to need you is tearing me apart can't see the silver lining from down here on the floor and i just keep on trying but i don't know what for 'cause trying not to love you only makes me love you more  so i sit here divided just talking to myself was it something that i did? was there somebody else? when a voice from behind me that was fighting back tears sat right down beside me whispered right in my ear said i've been dying to tell you  trying not to love you only went so far trying not to need you was tearing me apart now i see the silver lining from what we're fighting for we just keep on trying we could be much more 'cause trying not to love you oh yeah trying not to love you only makes me love you more only makes me love you more
satellite, nickelback, i know it's late but something's on my mind it couldn't wait there's never any time 'cause life slips by without a warning and i'm tired of ignoring all the space that's between you and i  let's lock the door behind us they won't find us make the whole world wait  while we dance around this bedroom like we've only got tonight not about to let you go until the morning light you can be my whole world if i can be your satellite let's dance around this bedroom like tonight's our only night  let's dance around this room (i'll be your satellite) dance around this room (i'll be your satellite)  do you recall how long it must have been since any room held only you and me? and every song that sings about it says that we can't live without it now i know just what that really means  let's lock the door behind us they won't find us make the whole world wait  while we dance around this bedroom like we've only got tonight not about to let you go until the morning light you can be my whole world if i can be your satellite let's dance around this bedroom like tonight's our only night  let's dance around this room (i'll be your satellite) dance around this room (i'll be your satellite) dance with me around the moon (you and i every night) dance around this room (i'll be your satellite)  i can't believe the days turn into years i hate to see the moments disappear but tonight the sand is stopping take the hourglass and drop it so we can stay inside this atmosphere  dance around this room (i'll be your satellite) dance around this room (i'll be your satellite) dance with me around the moon (you and i every night) dance around this room  (i'll be your satellite) let's dance around this bedroom (i'll be your satellite) let's dance around this bedroom (i'll be your satellite) let's dance around this bedroom (i'll be your satellite) let's dance around this bedroom (i'll be your satellite)
s.e.x., nickelback, no is a dirty word never gonna say it first no is just a thought that never crosses my mind maybe in the parking lot better bring your friend along better off together than just one at a time  s is for the simple need e is for the ecstasy x is just to mark the spot 'cause that's the one you really want (yes!) sex is always the answer; it's never a question 'cause the answer's yes oh the answer's yes not just a suggestion if you ask the question then it's always yes yeah!  i'm loving what you wanna to wear i wonder what's up under there? wonder if i'll ever have it under my tongue? i'd love to try to set you free all of you all over me love hearing the sound you make the second you're done  s is for the simple need e is for the ecstasy x is just to mark the spot 'cause that's the one you really want (yes!) sex is always the answer; it's never a question cause the answer's yes oh the answer's yes not just a suggestion if you ask the question then it's always yes yeah! (yes) yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah   s is for the simple need e is for the ecstasy x is just to mark the spot 'cause that's the one you really want (yes!) sex is always the answer; it's never a question 'cause the answer's yes oh the answer's yes not just a suggestion if you ask the question then it's always yes yeah! (yes) (yes!) sex is always the answer it's never a question 'cause the answer's yes oh the answer's yes not just a suggestion if you ask the question then it's always yes yeah! (yes) yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yes!
what are you waiting for?, nickelback, what are you waiting for? what are you waiting for?  are you waiting on a lightning strike? are you waiting for the perfect night? are you waiting till the time is right? what are you waiting for? don't you wanna learn to deal with fear? don't you wanna take the wheel and steer? don't you wait another minute here what are you waiting for? what are you waiting for?  you gotta go and reach for the top believe in every dream that you've got you're only livin' once so tell me what are you what are you waiting for? you know you've got to give it your all and don't you be afraid if you fall you're only livin' once so tell me what are you what are you waiting for?  are you waiting for the right excuse? are you waiting for a sign to choose? while you're waiting it's the time you lose what are you waiting for? (what are you waiting for?) don't you want to spread your wings and fly? don't you really wanna live your life? don't you wanna love before you die? what are you waiting for? what are you waiting for?  you gotta go and reach for the top believe in every dream that you've got you're only livin' once so tell me what are you what are you waiting for? you know you've got to give it your all and don't you be afraid if you fall you're only livin' once so tell me what are you what are you waiting for?  tell me what you're waiting for (tell me what you're waiting for) show me what you're aiming for (show me what you're aiming for) whatcha gonna save it for? (whatcha gonna save it for?) so whatcha really waiting for? (so whatcha really waiting for?) tell me what you're waiting for (tell me what you're waiting for) show me what you're aiming for (show me what you're aiming for) whatcha gonna save it for? (whatcha gonna save it for?) so whatcha really waiting for? (so whatcha really waiting for?)  everybody's gonna make mistakes but everybody's got a choice to make everybody needs a leap of faith when are you taking yours? what are you waiting for?  you gotta go and reach for the top believe in every dream that you've got you're only livin' once so tell me what are you what are you waiting for? you know you've got to give it your all and don't you be afraid if you fall you're only livin' once so tell me what are you what are you waiting for? you gotta go and reach for the top what are you waiting for? believe in every dream that you've got what are you what are you waiting for? you know you've got to give it your all what are you waiting for? you're only livin' once so tell me what are you what are you waiting for?  what are you what are you... what are you what are you waiting for? what are you what are you... what are you what are you waiting for?
million miles an hour, nickelback, i can taste the color of the lights  take one of those and two of these then watch the walls begin to breathe i can taste the color of the lights wings are growing out of me the floor is floating underneath i can see the future burning bright future burning bright  the ceiling has us mesmerized it feels like we could never die heading for the dark side of the moon as we lift off into the sky invincible and so alive ten feet tall and fucking bulletproof  insanity is setting in reality is getting thin the universe just started slowing down yet suddenly we're traveling a million miles an hour a million miles an hour we're going a million miles an hour a million miles an hour  when shadows soon start breaking free no longer held by gravity (how did we get so far from the ground?) speaking to the galaxy received and sending back to me i can finally hear the speed of sound speed of fucking sound  i like this everlasting pill 'cause time itself is standing still why's the room still spinning just the same? turn off your phone so no one calls 'cause you and i are tripping balls i can still hear ringing in my brain  insanity is setting in reality is getting thin see no signs of ever coming down yet suddenly we're traveling a million miles an hour a million miles an hour we're going a million miles an hour a million miles an hour   insanity is setting in reality is getting thin the particles are dancing all around i can't deny the hardest thing for me is finding time to finally breathe see no signs of ever coming down another wave is coming in  a million miles an hour a million miles an hour we're going a million miles an hour a million miles an hour a million miles an hour a million miles an hour a million miles an hour a million miles an hour
every time we're together, nickelback, i'm back in my hometown and main street's dying now it's like there's nothing left of it no more high school grounds they tore that building down and everything with it i miss i call up my old friends so lost since i've seen them feels like we're back there instantly to me we'd all meet at shawn's the backyard fire's on and we'd start telling tales of how life used to be  the years have come and gone but these stories carry on looking back they're better than they used to be  'cause you should've seen the size of the guys we were fightin' and we shouldn't be alive at the speeds we were driving but momma always taught us never to tell a lie and every ten yard pass always turned into twenty every girl we were with never cost any money and we drank more tequila than any man alive and the story goes on and gets a little better every time we're together  it's funny how we change and some things stay the same god i miss the glory days always daylight getting near we shed a few more tears lord i love the memories we've made  the years have come and gone but the stories carry on looking back they're better than they used to be  'cause you should've seen the size of the guys we were fightin' and we shouldn't be alive at the speeds we were driving but momma always taught us never to tell a lie and every ten yard pass always turned into twenty every girl we were with never cost any money and we drank more tequila than any man alive and the story goes on and gets a little better every time we're together  well you should've seen the size of the guys we were fightin' and we shouldn't be alive at the speeds we were driving but momma always taught us never to tell a lie and every ten yard pass always turned into twenty every girl we were with never cost any money and we drank more tequila than any man alive and the story goes on and gets a little better every time we're together and the story goes on and gets a little better every time we're together
i'd come for you, nickelback, just one more moment that's all that's needed like wounded soldiers in need of healing time to be honest this time i'm pleading please don't dwell on it 'cause i didn't mean it i can’t believe i said i'd lay our love on the ground but it doesn't matter 'cause i've made it up forgive me now every day i spend away my soul's inside out gotta be some way that i can make it up to you now somehow  by now you'd know that i'd come for you no one but you yes i'd come for you but only if you told me to and i'd fight for you i'd lie it's true give my life for you you know i'd always come for you  i was blindfolded but now i'm seeing my mind was closing now i'm believing i finally know just what it means to let someone in to see the side of me that no one does or ever will so if you're ever lost and find yourself all alone i'd search forever just to bring you home here and now this i vow  by now you'd know that i'd come for you no one but you yes i'd come for you but only if you told me to and i'd fight for you i'd lie it's true give my life for you you know i'd always come for you you know i'd always come for you  no matter what gets in my way as long as there's still life in me no matter what remember you know i'll always come for you  yes i'd come for you no one but you yes i'd come for you but only if you told me to and i'd fight for you i'd lie it's true give my life for you you know i'd always come for you  no matter what gets in my way as long as there's still life in me no matter what remember you know i'll always come for you i'd crawl across this world for you do anything you want me to no matter what remember you know i'll always come for you you know i'll always come for you
this afternoon, nickelback, {inaudible chatter}  ohh! lookin' like another bob marley day hittin' from the bong like a diesel train and i'm down with hangin' out this afternoon we got weeds in the backyard four feet tall cheech and chong probably woulda' smoked them all so i'm out on the couch this afternoon beer bottles layin' on the kitchen floor if we take 'em all back we can buy some more so i doubt we'll go without this afternoon  ohh! you better hang on if you're taggin' along 'cause we'll be doin' this 'till six in the mornin' nothin' wrong with goin' all night long tough to put the brakes on doesn't matter when you'd rather  get up and go out me and all my friends we drink up we fall down and then we do it all again just sittin' around hangin' out this afternoon  landlord says i should buy a tent but he can kiss my ass 'cause i paid the rent so i doubt he'll kick me out this afternoon down on the corner in a seedy bar juke box crankin' out the ccr had a few to suzy q this afternoon  ohh! you better hang on if you're taggin' along 'cause we'll be doin' this 'till six in the mornin' nothin' wrong with goin' all night long tough to put the brakes on doesn't matter when you'd rather  get up and go out me and all my friends we drink up we fall down and then we do it all again yeah we get up and go out me and all my friends we drink up we fall down and then we do it all again yeah just sittin' around hangin' out this afternoon  don't want a wristwatch or an alarm clock to see what time it is from the moment i wake up i just love being with my friends we barely get by but have the best times and hope it never ends we drink all day till we fall down so we can do it all again  it's not the human walk it's the human race if you ain't livin' on the edge you're takin' too much space so i doubt i'll figure out just what to do 'bout to kick it around hanging out this afternoon  ohh! you better hang on if you're taggin' along 'cause we'll be doin' this 'till six in the mornin' nothin' wrong with goin' all night long tough to put the brakes on doesn't matter when you'd rather  get up and go out me and all my friends we drink up we fall down and then we do it all again yeah we get up and go out me and all my friends we drink up we fall down and then we do it all again  just kickin' around hangin' out this afternoon {laughter} sittin' around hangin' out this afternoon (last call you sons of bitches!) just kickin' around hangin' out this afternoon yeah just sittin' around hangin' out this afternoon (drinks on the house!) just kickin' around hangin' out this afternoon just sittin' around hangin' out this afternoon
the betrayal (act iii), nickelback, table has been set serving up the worst regret waiting for the chance serpents love the circumstance speaking to the sky sleight of hand and cheap disguise naming of your price payment for the sacrifice  demon in your ear evil on your breath you've brought the wolves right here you've brought the kiss of death  you just betrayed him (you just betrayed...) the moment we've all been waiting no one can save him (no one can save...) you won't believe until he's gone go on go on your noose is waiting (no need to wait) go on go on you just betrayed him (you just betrayed...)  committed to your task jealousy behind your mask pieces are in place thirty for your last disgrace holding of your tongue dealings that can't be undone blood over your hands pawn inside the master plan  demon in your ear evil on your breath you brought the wolves right here you brought the kiss of death  you just betrayed him (you just betrayed...) the moment we've all been waiting no one can save him (no one can save...) you won't believe until he's gone go on go on your noose is waiting (no need to wait) go on go on you just betrayed him (you just betrayed...)  what have you gained? what have you done? nothing but shame and there's nowhere to run who takes the blame? why have they come? what in god's name have you done?  you just betrayed him (you just betrayed...) the moment we've all been waiting no one can save him (no one can save...) you won't believe until he's gone go on go on your noose is waiting (no need to wait) go on go on you just betrayed him (you just betrayed...)  you just betrayed you just betrayed you just betrayed you just betrayed
never again, nickelback, he's drunk again it's time to fight she must have done something wrong tonight the living room becomes a boxing ring it's time to run when you see him clenching his hands she's just a woman never again  i hear her scream from down the hall amazing she can even talk at all she cries to me go back to bed i'm terrified that she'll wind up dead in his hands she's just a woman never again  been there before but not like this seen it before but not like this never before have i ever seen it this bad she's just a woman never again  just tell the nurse you slipped and fell it starts to sting as it starts to swell she looks at you she wants the truth it's right out there in the waiting room with those hands looking just as sweet as he can never again  seen it before but not like this been there before but not like this never before have i ever seen it this bad she's just a woman never again never again  father's a name you haven't earned yet you're just a child with a temper haven't you heard don't hit a lady? kicking' your ass would be a pleasure  he's drunk again it's time to fight same old shit just on a different night she grabs the gun she's had enough tonight she'll find out how fucking tough is this man pulls the trigger as fast as she can never again  seen it before but not like this been there before but not like this never before have i ever seen it this bad she's just a woman never again seen it before but not like this been there before but not like this never before have i ever seen it this bad she's just a woman never again never again never again never again
silent majority, nickelback, how could this affect my life? how could i affect the outcome? so why even try; for what for what for what for what? a coward can save the day when the bravest of men just stand by so easy to say; so what so what so what?  so what if we all stand up? what if we don't give in? what if we traded all complacency for a voice that won't be ignored? how can we just give up? how can we just give in? what if the silent majority wasn't silent anymore?  a candle's the smallest light but a handful becomes a lighthouse cutting the night for us for us for us for us the one with the loudest voice is rarely the one to follow silence the noise; so what so what so what?  so what if we all stand up? what if we don't give in? what if we traded all complacency for a voice that won't be ignored? how can we just give up? how can we just give in? what if the silent majority wasn't silent anymore?  hurry up the world needs this speak up now or we can pick up the pieces hurry up the world needs this speak up now or we can pick up the pieces hurry up the world needs this speak up now or we can pick up the pieces what if we what if we what if we...  so what if we all stand up? what if we don't give in? what if we traded all complacency for a voice that won't be ignored? how can we just give up? how can we just give in? what if the silent majority wasn't silent anymore?  hurry up the world needs this hurry up the world needs this (the world needs this) the world needs this the world needs this the world needs this the world needs this
she keeps me up, nickelback, she's got me nervous talkin' a hundred miles an hour she's more than worth it i swear she smells just like a flower i'd fall to pieces if i went anywhere without her i love when she says what's wrong with right here on the counter?  funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to  she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night) she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night)  i need her so bad sometimes i think that i can taste it this evil romance so good i never wanna waste it (yeah) i can't trust my friends 'cause she's what everybody chases and i know where she's been 'cause it's on everybody's faces come on  funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to  she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night) she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night)  i never wanna have to slow down gotta be a better way to come down i've gotta stay awake somehow i never wanna have to slow down gotta be a better way to come down i've gotta stay awake somehow  funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to funky little monkey she's a twisted trickster everybody wants to be the sister's mister coca-cola rollercoaster love her even though i'm not supposed to  she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night) she keeps me up (i keep you up) she keeps me up (i keep you up) all night (all night) all night (all night)
for the river, nickelback, stuck in a cage luck of the draw hours to wait gotta get out lord i gotta fight one get me a key pick me a lock gotta be free ready or not gotta run gotta run gotta run gotta run gotta run gotta run  nowhere to hide 'cause someone's always gonna find you trying to breathe with everybody right behind you scattering leaves to try and cover up the footprints water ahead 'cause i can hear it in the distance  i'm running for the river 'cause the river's running high and there ain't no goin' back they'll never catch me i'm running for the river you can ride you can fly you can tell 'em that you tried but there ain't no going back they'll never catch me tell 'em that you tried but you're never gonna catch me  let out the hounds stand off the guards never be found better than bars damn it he's a fast one out of the tree's into the swamp gotta be free so don't ever stop gotta run gotta run gotta run gotta run god damn it he's a fast one  nowhere to hide 'cause someone's always gonna find you trying to breathe with everybody right behind you scattering leaves to try and cover up the footprints water ahead 'cause i can hear it in the distance  i'm running for the river 'cause the river's running high and there ain't no goin' back they'll never catch me i'm running for the river you can ride you can fly you can tell 'em that you tried but there ain't no going back they'll never catch me tell 'em that you tried but you're never gonna catch me  water ahead 'cause i can hear it in the distance (gotta run gotta run) water ahead 'cause i can hear it in the distance water ahead 'cause i can hear it in the distance (gotta run gotta run)  i'm running for the river 'cause the river's running high and there ain't no goin' back they'll never catch me i'm running for the river you can ride you can fly you can tell 'em that you tried but there ain't no going back they'll never catch me  they'll never catch me never gonna catch me never gonna catch me they'll never catch me
the betrayal (act i), nickelback, 
dirty laundry, nickelback, kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em all around  i make my living off the evening news just give me something something i can use people love it when you lose they love dirty laundry well i could've been an actor but i wound up here i just have to look good; i don't have to be clear come and whisper in my ear give us dirty laundry  kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em all around  we got the bubble-headed bleached-blonde comes on at five she can tell you 'bout the plane crash with a gleam in her eye it's interesting when people die give us dirty laundry can we film the operation? is the head dead yet? and all the boys in the newsroom got a running bet get the widow on the set we need dirty laundry  kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em all around  dirty little secrets dirty little lies we got our dirty little fingers in everybody's pies we love to cut you down to size we love dirty laundry we can do the innuendo we can dance and sing when it's said and done we haven't told you a thing we all know that crap is king give us dirty laundry  kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em when they're down kick 'em when they're up kick 'em all around
too bad, nickelback, fathers hands were lined with dirt from long days in the field and mothers hands are serving meals in a café on main street with mouths to feed just trying to keep clothing on our backs and all i hear about is how it's so bad it's so bad  it's too bad it's stupid too late so wrong so long it's too bad that we had no time to rewind let's walk let's talk (let's talk)  you left without saying goodbye although i'm sure you tried you call the house from time to time to make sure we're alive but you weren't there right when i needed you the most and now i dream about it and how it's so bad it's so bad  it's too bad it's stupid too late so wrong so long it's too bad that we had no time to rewind let's walk let's talk let's talk it's too bad it's stupid too late so wrong so long it's too bad that we had no time to rewind let's walk let's talk  father's hands are lined with guilt for tearing us apart guess it turned out in the end just look at where we are we made it out we still got clothing on our backs and now i scream about it and how it's so bad it's so bad  it's too bad it's stupid too late so wrong so long it's too bad that we had no time to rewind let's walk let's talk it's too bad it's stupid too late so wrong so long it's too bad that we had no time to rewind let's walk let's talk  long time let's walk let's talk
next contestant, nickelback, i judge by what she's wearing just how many heads i'm tearing off of assholes coming on to her each night seems like it's getting worse and i wish she'd take the night off so i don't have to fight off every asshole coming on to her it happens every night she works they'll go and ask the dj find out just what would she say if they all tried coming on to her don't they know it's never gonna work they think they'll get inside her with every drink they buy her as they all try coming on to her this time somebody's getting hurt here comes the next contestant  is that your hand on my girlfriend? is that your hand? and i wish you'd do it again i'll watch you leave here limping and i wish you'd do it again i'll watch you leave here limping there goes the next contestant  i even fear the ladies they're cool but twice as crazy just as bad for coming on to her don't they know it's never gonna work each time she bats an eyelash somebody's grabbing her ass everyone keeps coming onto her this time somebody's getting hurt here comes the next contestant  is that your hand on my girlfriend? is that your hand? and i wish you'd do it again i'll watch you leave here limping and i wish you'd do it again i'll watch you leave here limping there goes the next contestant  i'm hating what she's wearing everybody here keeps staring can't wait 'till they get what they deserve this time somebody's getting hurt here comes the next contestant  is that your hand on my girlfriend? is that your hand? and i wish you'd do it again i'll watch you leave here limping and i wish you'd do it again i'll watch you leave here limping and i wish you'd do it again each night seems like it's getting worse and i wish you'd do it again this time somebody's getting hurt there goes the next contestant
fight for all the wrong reasons, nickelback, well i wanted you i wanted no one else i thought it through i got you to myself you got off every time you got on to me i got caught up in favorable slavery was it wrong? was it wrong?  i guess it wasn't really right i guess it wasn't meant to be it didn't matter what they said 'cause we were good in bed i guess i stuck around so i could watch us fight for all the wrong reasons no it didn't matter what i tried it's just a little hard to leave when you're going down on me i guess i stuck around so i could watch us fight for all the wrong reasons  well you know my friends they know your enemies i'd pretend not to hear what they said to me 'cause i got off every time you got on to me was it wrong to go along with insanity? was it wrong? was it wrong?  i guess it wasn't really right i guess it wasn't meant to be it didn't matter what they said 'cause we were good in bed i guess i stuck around so i could watch us fight for all the wrong reasons no it didn't matter what i tried it's just a little hard to leave when you're going down on me i guess i stuck around so i could watch us fight for all the wrong reasons  you know i’m the best when i stick it on your chest i know you don't care i can stick it anywhere on the bus it's the best when i blow it on your chest i know you don't care i can shove it anywhere  i guess it wasn't what i wanted wasn't really what i thought thought it was the day i got i want it all to go away i guess it wasn't what i wanted wasn't really what i thought thought it was the day i got i want it all to go away i guess it wasn't what i wanted wasn't really what i thought thought it was the day i got i want it all to go away i guess it wasn't what i wanted wasn't really what i thought thought it was the day i got i want it all to go away  i guess it wasn't really right i guess it wasn't meant to be it didn't matter what they said 'cause we were good in bed i guess i stuck around so i could watch us fight for all the wrong reasons no it didn't matter what i tried it's just a little hard to leave when you're going down on me i guess i stuck around so i could watch us fight for all the wrong reasons
livin' on a prayer, bon jovi, once upon a time not so long ago tommy used to work on the docks union's been on strike he's down on his luck it's tough so tough gina works the diner all day working for her man she brings home her pay for love for love  she says we've got to hold on to what we've got it doesn't make a difference if we make it or not we've got each other and that's a lot for love we'll give it a shot  woah we're halfway there woah-oh livin' on a prayer take my hand we'll make it i swear woah-oh livin' on a prayer  tommy's got his six-string in hock now he's holding in what he used to make it talk so tough ooh it's tough gina dreams of running away when she cries in the night tommy whispers baby it's okay someday  we've got to hold on to what we've got it doesn't make a difference if we make it or not we've got each other and that's a lot for love we'll give it a shot  woah we're halfway there woah-oh livin' on a prayer take my hand we'll make it i swear woah-oh livin' on a prayer livin' on a prayer  ooh we've got to hold on ready or not you live for the fight when it's all that you've got  woah we're halfway there woah-oh livin' on a prayer take my hand and we'll make it i swear woah-oh livin' on a prayer woah we're halfway there woah-oh livin' on a prayer take my hand and we'll make it i swear woah-oh livin' on a prayer woah we're halfway there woah-oh livin' on a prayer take my hand and we'll make it i swear... (woah we're halfway there woah-oh livin' on a prayer)
it's my life, bon jovi, this ain't a song for the broken-hearted (woah oh woah oh oh) no silent prayer for the faith-departed  i ain't gonna be just a face in the crowd you're gonna hear my voice when i shout it out loud  it's my life it's now or never i ain't gonna live forever i just want to live while i'm alive (it's my life) my heart is like an open highway like frankie said i did it my way i just wanna live while i'm alive it's my life  this is for the ones who stood their ground for tommy and gina who never backed down tomorrow's getting harder make no mistake luck ain't even lucky got to make your own breaks  it's my life it's now or never i ain't gonna live forever i just want to live while i'm alive (it's my life) my heart is like an open highway like frankie said i did it my way i just wanna live while i'm alive it's my life  better stand tall when they're calling you out don't bend don't break baby don't back down  it's my life it's now or never i ain't gonna live forever i just want to live while i'm alive (it's my life) my heart is like an open highway like frankie said i did it my way i just wanna live while i'm alive it's my life it's my life it's now or never i ain't gonna live forever i just want to live while i'm alive (it's my life) my heart is like an open highway like frankie said i did it my way i just wanna live while i'm alive it's my life
you give love a bad name, bon jovi, shot through the heart and you're to blame darling you give love a bad name  an angel's smile is what you sell you promise me heaven then put me through hell chains of love got a hold on me when passion's a prison you can't break free  whoa! you're a loaded gun yeah whoa there's nowhere to run no one can save me the damage is done  shot through the heart and you're to blame you give love a bad name i play my part and you play your game you give love a bad name yeah you give love a bad name  paint your smile on your lips blood red nails on your fingertips a school boy's dream you act so shy your very first kiss was your first kiss goodbye  whoa! you're a loaded gun whoa! there's nowhere to run no one can save me the damage is done  shot through the heart and you're to blame you give love a bad name i play my part and you play your game you give love a bad name yeah you give love a bad name   shot through the heart and you're to blame you give love a bad name i play my part and you play your game you give love a bad name shot through the heart and you're to blame you give love a bad name i play my part and you play your game you give love a bad name  you give love you give love a bad name you give love you give love a bad name you give love you give love a bad name you give love
always, bon jovi, this romeo is bleeding but you can't see his blood it's nothing but some feelings that this old dog kicked up it's been raining since you left me now i'm drowning in the flood you see i've always been a fighter but without you i give up now i can't sing a love song like the way it's meant to be well i guess i'm not that good anymore but baby that's just me  and i will love you baby always and i'll be there forever and a day always i'll be there till the stars don't shine till the heavens burst and the words don't rhyme and i know when i die you'll be on my mind and i'll love you always  now your pictures that you left behind are just memories of a different life some that made us laugh some that made us cry one that made you have to say goodbye what i'd give to run my fingers through your hair to touch your lips to hold you near when you say your prayers try to understand i've made mistakes i'm just a man when he holds you close when he pulls you near when he says the words you've been needing to hear i'll wish i was him cause those words are mine to say to you till the end of time  yeah i will love you baby always and i'll be there forever and a day always  if you told me to cry for you i could if you told me to die for you i would take a look at my face there's no price i won't pay to say these words to you well there ain't no luck in these loaded dice but baby if you give me just one more try we can pack up our old dreams and our old lives we'll find a place where the sun still shines  and i will love you baby always and i'll be there forever and a day always i'll be there till the stars don't shine till the heavens burst and the words don't rhyme and i know when i die you'll be on my mind and i'll love you always
i'll be there for you, bon jovi, i guess this time you're really leaving i heard your suitcase say goodbye well as my broken heart lies bleeding you say true love is suicide you say you've cried a thousand rivers and now you're swimming for the shore you left me drowning in my tears and you won't save me anymore now i'm praying to god you'll give me one more chance girl  i'll be there for you these five words i swear to you when you breathe i want to be the air for you i'll be there for you i'd live and i'd die for you i'd steal the sun from the sky for you words can't say what love can do i'll be there for you  i know you know we've had some good times now they have their own hiding place well i can promise you tomorrow but i can't buy back yesterday and baby you know my hands are dirty but i wanted to be your valentine i'll be the water when you get thirsty baby when you get drunk i'll be the wine   and i wasn't there when you were happy i wasn't there when you were down i didn't mean to miss your birthday baby i wish i'd seen you blow those candles out
