song,artist,lyrics
killas, lil jon, c'mon! elephant man! (it's gonna be a massacre) lil jon! ice cube! game! yeah!  (hey hey!) you fuckin' with some killas (killas) you fuckin' with the motherfuckin' realist niggas you fuckin' with some killas (killas) you fuckin' with the motherfuckin' realist niggas  i wish a motherfucker would say something fuck around and get your goddamn ass whooped nigga i feel like startin' some shit and i might just snap the piss out a pussy ass nigga like you nigga fuck ya take a 45 cross the head gun butt ya (yeah!) ya'll pussy-ass niggas ain't hard stomp that ass out like a million man march sawed off shotgun hand on the pump finger on the trigga i'm ready to dump blow a motherfucker bye bye point blank range yeah niggas gon' die that's why i never leave the crib without packing my gat strap on my vest put on my hat motherfuckers outta line gettin' laid down flat imma show you how a real nigga act  (hey hey!) you fuckin' with some killas (killas) you fuckin' with the motherfuckin' realist niggas you fuckin' with some killas you fuckin' with the motherfuckin' realist niggas  it's 3 the hard way black lambo no passengers black ski mask chain saw massacre cube pass me the ak-47 (blacka) yellow tape the intersection loaded clips lock 'em in got a black 45 call it pac's revenge i'm a motherfuckin' animal lil jon beat cannibal every nigga in atlanta know i'm psycho insane about my cash they can re-open alcatraz and sentence me the life without rehabilitation fuck governor schwarzenegger nigga it's my statement dear mr. president barack obama right after you catch osama tell mr. waso please let oprah know (oprah know) that i won't ever stop sayin' bitch and ho  (hey hey!) you fuckin' with some killas (killas) you fuckin' with the motherfuckin' realist niggas you fuckin' with some killas (come on!) you fuckin' with the motherfuckin' realist niggas  we run a-town we run la now get down on your motherfuckin' belly before this ak make you do a ballet it's the nut cracker i'm the linebacker three motherfuckers hard as concrete y'all motherfuckers soft as gandhi pull that thing out now you a zombie all damn quick you know where i be west side rolling all day everyday got your bitch open you're fucking with heavyweights like weights stay on my space and stay the fuck outta my face ghostwriters i'm on ya' from atlanta georgia to california this shit can't go no longer and when i catch ya i'm a-don ya  (hey hey!) you fuckin' with some killas (killas) you fuckin' with the motherfuckin' realist niggas you fuckin' with some killas you fuckin' with the motherfuckin' realist niggas
la vida es una, lil jon, pequeno juan (yeah) mr. worldwide (yeah!) esto es el himno para todo que gozan la vida (hey hey hey hey) dale!  hoy se toma (let's go!) hoy se fuma (let's go!) que la vida es corta como? (hey) que la vida es una como? (hey) hoy se toma (let's go!) hoy se fuma (let's go!) que la vida es corta como? (hey) que la vida es una como? (hey)  ayyyyyy yo! que sigue la fiesta (party!) que sigue la fiesta (let's party!) que sigue la fiesta ayyyyyy yo! que sigue la fiesta (party!) que sigue la fiesta (let's party!) que sigue la fiesta  aqui viene el loco (loco) para sacarte la agua del coco (oh-oh) ella deci que no hace nada pero yo se que hace de todo (oh-oh) ella tiene mi voto ella viene con nada y sale con todo mami sientate aqui paque vea que mi lengua es una moto rrrrah   te veo mulona (hah!) te veo nalgona (hah!) te veo muy boogie mami dame un besote con lengua dale (yeah!) yo veo que tu quiere fiesta yo veo que tu eres loca yo veo que tu quiere trago dale abre la boca   vamos vivir la vida sin preocupacion vamos vivir la vida tremendo vacilon vamos vivir la vida sin preocupacion vamos vivir la vida tremendo vacilon
hey, lil jon, drinks up high every time i hit the party shots shots shots shots cause it's time to get retarded everybody everybody grab a motherfucking cup and drink that shit 'til you get fucked up shake that ass like it's your birthday stay out all night like tomorrow ain't a work day let's get it crunk let's get drunk let's get buck-ass wild tear it up  turn the lights down low and let the dj go until the speakers blow (stay up 'til the break of dawn) take a sip of jack she's with a sip of that there ain't no turnin' back but hey i don't care (i don't care) wherever there's a party i'm the first one with a drink in the air we can share cause when we finish this one there will be another bottle right here  heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey)  bottles in the air pour me another one who believe in havin' sex? i'm tryin' to get me some work it nice and slow when the bass get low jump up on the table and lose control fucked up fucked up wasted wasted go crazy get shit-faced let's get it crunk let's get drunk let's get buck-ass wild tear it up  turn the lights down low and let the dj go until the speakers blow (stay up 'til the break of dawn) take a sip of jack she's with a sip of that there ain't no turnin' back but hey i don't care (i don't care) wherever there's a party i'm the first one with a drink in the air we can share cause when we finish this one there will be another bottle right here  heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey)  we don't want this night to end we won't sleep (won't sleep) then we'll do it again (yeah!) we don't want this night to end we won't sleep (won't sleep) then we'll do it again (yeah!)  pour me another one pour me another one pour me another one pour me another one pour me another one pour me another one cause when we finish this one there will be another bottle right here  heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey) heeeeeey (hey h-hey)
cutie pie, lil jon, cutie pie you're the reason why love you so i don't want you to go cutie pie look me in my eyes get on the floor baby you just got to know oh-woah-woah you're the one that makes me feel so good cutie pie  baby if you just stay out the hood with the ghetto cut say it to your face and a fat old ass got a lot of money but she love to fuck guess she can't wait for a dog to come she don't pose much got me confused she got with a winner y'all chose to lose really great big bottle of booze rollin' up sippin bud light brews i guess she look good with the tights on and she fuck wit a nigga with the lights on and she fuck wit a nigga with the lights on she fuck wit a nigga with the lights on  cutie pie you're the reason why love you so i don't want you to go cutie pie look me in my eyes get on the floor baby you just got to know oh-woah-woah you're the one that makes me feel so good cutie pie  hop up in the car with a winner i ain't ate and you lookin' like dinner them legs let me kiss to the center lay in the center pose in the middle like center no pics no message just grams all up in the king size zig-zag hit this get a drig-drag baby drivin' me crazy watch me zig-zag baby just tryin' to hit somethin' you and me to the trap i gotta get somethin' she lead the real back cause he been frontin' i told her 31st was that pop drunk and the reals up yellin' diamond while she bails up  cutie pie you're the reason why love you so i don't want you to go cutie pie look me in my eyes get on the floor baby you just got to know oh-woah-woah you're the one that makes me feel so good cutie pie  yo k bee boo boppin' party i guess you would say i'm dr. bombay tryin' to find some peace of mind what spots my eye a cutie pie my time is yours if you want it we can get loose get right or get blunted we'll be kickin' it diggin' it body on make me soo iganet i wanna ball with you but i'll have you back home by tomorrow boo eloquent delicate you the subject i'm your predicate bet it is set it is i wanna see how i please you freak by nature do what i did to amaze you phoneless domeless glacier non-argumentative you lookin' at the dogg so i know i'mma get it time over video rhyme with a skill on time what a deal i'm smokin' up some weed just me and my cutie pie this is the melody one way one day let it be just you and me cutie pie  cutie pie you're the reason why love you so i don't want you to go cutie pie look me in my eyes get on the floor baby you just got to know oh-woah-woah you're the one that makes me feel so good cutie pie
machuka, lil jon, lemme give it to ya ta maluco? lemme give it to ya machuka machuka in and out up and down shake that shit round and round roll those hips to the ground do those dips pump and pound try to stick wicked chick you love this shit you nasty dancer on my dick you wanna f*ck i beat it up tear it up and leave you stuck i put in work make it hurt back it up into reverse round two will leave you murked murk your legs to the jerk machuka machuka in and out kama sutra i beat it up machuka and when i cum i skeet it on the bunda don't tell your girl cause yes i will seduce her i'll turn her out and send her right back to ya in the bed catuca in the club catuca everywhere catuca told my girl catuca machuka machuka in and out assim assim me pega com jeitinho... assim assim me pega com carinho... assim assim ai ai ai agora vai... eu vou te aquecer pode crer vai sentir prazer só eu e voçe vem bebe mexe pra mim ver vem me faz passar mal demorou esse vucu-vucu voce já ta doida a muito tempo e eu tou maluco vocé me faz passar mal demorou esse vucu-vucu voce já ta doida a muito tempo e eu tou maluco eu tou maluco eu tou maluco eu tou maluco eu tou maluco muito doido machuka machuka in and out machuka tchum tchum tcha tcha tchum tchum tcha vem lil jon com a mulher filé vem lil jon me deixando maluquinha shamsu ganamo mwah
ride da d, lil jon, jump on the d jump on the d (ride the d) jump on the d (ride the d) jump on the d jump on the d jump on the d (ride the d) jump on the d (ride the d) jump on the d (ride the d) jump on the d jump on the d jump on the d  grab your fat pussy bitch and (ride da d ride da d ride da d) can you shake that shit while you (ride da d ride da d ride da d) lick-lick yo tits while you (ride da d ride da d ride da d) oh shake that shit while you (ride da d ride da d ride da d) jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d yo bitch you know you want it! jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d this a fat dick bitch get on it  hey! the pussy hoes in the club we searchin' for the workin' straight twerkin' say what's that noise? sit by the start dick get hard pussy go far on top of the dick then ride get down like running backs side to side take yo clothes off one by one (bitch) me and you gon have some fun ride that dick like a pogostick like a pogostick like a pogostick she a freaky lil bitch let her ride the dick criss angel shit do a magic trick (hey) whoa nelly! take her to the tele skeetin' on her belly and you know i'm gon run-yun if yo pussy smell like funyuns  grab your fat pussy bitch and (ride da d ride da d ride da d) can you shake that shit while you (ride da d ride da d ride da d) lick-lick yo tits while you (ride da d ride da d ride da d) oh shake that shit while you (ride da d ride da d ride da d) jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d yo bitch you know you want it! jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d this a fat dick bitch get on it  jump down on the dick like a cheerleader ain't no net when a nigga get yo ass neither it's really sweet you can call me willie peter catch a bitch in the club before i beat her i say ride that dick a lil longer and a nigga might make you a owner i say ride that dick a lil stronger and a nigga might buy you a home-a i wanna (wanna) she do it (she do it) she put her back into it (into it) she u-ey (u-ey) she u-ey (u-ey) she spilled it too like to it she love to get on top of the dick just ride the head drop down fast put it all in it freaky shit lil mama is a freaky bitch she love the d love when i play with her clit she love to come she love to go and she love to ride dicks like rodeo so saddle up baby and ride that horse like the wild wild west of course (yee-hah) you want me to hit it from the back? smack dat ass pull yo hair smack dat ass as i stroked her i heard her scream  grab your fat pussy bitch and (ride da d ride da d ride da d) can you shake that shit while you (ride da d ride da d ride da d) lick-lick yo tits while you (ride da d ride da d ride da d) oh shake that shit while you (ride da d ride da d ride da d) jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d yo bitch you know you want it! jump on da d jump on da d jump on da d jump on da d jump on da d jump on da d this a fat dick bitch get on it  skeet skeet skeet skeet!
like a stripper, lil jon, lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round  in stilettos she in the middle of the club need a medal for all the junk up in her trunk shawty dance like a stripper she dance like a stripper she dance like a stripper when she tipsy on patron with a body (body) like she workin on the pole shawty got it (got it) the way she pop it outta control shawty dance like a stripper she dance like a stripper she dance like a stripper when she out there getting low  shake it off (shake it off) shake it down (shake it down) don't stop (don't stop) to the ground (to the ground) pick it up (pick it up) put it down (put it down) lemme see you go round and round (round and) put it up (put it up) push it back (push it back) make it jump (make it jump) make it cry (make it cry) like that (like that) like that (like that) make a nigga wanna hit it from the back yo neck yo back pop that ass and that cat get it girl that thing too fat ride the dick just like that (like that like that)  round and round you go (go) round and round you go (go) round and round you go (go) round and round you go (go)  in stilettos she in the middle of the club need a medal for all the junk up in her trunk shawty dance like a stripper she dance like a stripper she dance like a stripper when she tipsy on patron with a body (body) like she workin on the pole shawty got it (got it) the way she pop it outta control shawty dance like a stripper she dance like a stripper she dance like a stripper when she out there getting low  heart breaker money maker booty shaken on the floor couple shots and then patrons she start dancing like a ho bend it over touch them toes girl you do that like a pro you know you bad with all that ass show me what it's made for shake it to the left shake it to the right shake it to the front now shake it back pop that back twist the cap whatcha gon do with all that giiiirl?  round and round you go (go) round and round you go (go) round and round you go (go) round and round you go (go)  in stilettos she in the middle of the club need a medal for all the junk up in her trunk shawty dance like a stripper she dance like a stripper she dance like a stripper when she tipsy on patron with a body (body) like she workin on the pole shawty got it (got it) the way she pop it outta control shawty dance like a stripper she dance like a stripper she dance like a stripper when she out there getting low  ladies on the dance floor ladies by the bar (wassup) ladies in the soul club shaking like a star (let's go) if it's your song girl (hey) bend over show the world (hey) if it's your song girl bend over show the world (yeah!) how low can you go (go) how low can you go (go) how low can you go (go) how low can you go (go) take it to the floor (floor) take it to the floor (floor) take it to the floor (floor) take it to the floor (floor)  in stilettos she in the middle of the club need a medal for all the junk up in her trunk shawty dance like a stripper she dance like a stripper she dance like a stripper when she tipsy on patron with a body (body) like she workin on the pole shawty got it (got it) the way she pop it outta control shawty dance like a stripper she dance like a stripper she dance like a stripper when she out there getting low  lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round lemme see you go round and round
get in get out, lil jon, what's happening? i'm back bitch! it's your boy lil jon hey! bme click let's get this motherfucker crunk! what? what? what? what? (let's go!)  if i said it mo'fucker then i goddamn mean it said it motherfucker then i goddamn mean it get in get out (get in get out) get in get out (get in get out) if i rep it mo'fucker then i goddamn show it rep it motherfucker then i goddamn show it get in get out (get in get out) get in get out (get in get out) bitch!  put your middle fingers up point it at the pussy niggas in the club fuckers fake ass thugs nigga you suck! you ain't hatin' on shit your bitch suck err'body dick tryna be hard we'll take your chain and your car! nigga fuck your hood! y'all niggas don't really wanna do it ha i'm strapped up bitch and so is goddamn every nigga in my clique goddammit i'm blown drunk fucked up to my liquor to my dome go ham or go home we gon crank this bitch i'm in the goddamn zone!  if i said it mo'fucker then i goddamn mean it said it motherfucker then i goddamn mean it get in get out (get in get out) get in get out (get in get out) if i rep it mo'fucker then i goddamn show it rep it motherfucker then i goddamn show it get in get out (get in get out) get in get out (get in get out) bitch!  now where my mo'fuckin' ladies at? tell them lame hoes yeah we can take it there ha make them hoes look stupid throw them hoes on them bitches like you there! whole broke down beat up bitch with that old ass ugly outfit that ain't no goddamn gucci bullshit wooooooh i think i smell fish! i hate fake hoes shoes too little with them hang-over toes and a twenty dollar outfit stop shopping at rainbow bitch! you know you wrong my thugs are crackin' motherfucking dough go ham or go home we gon crank this bitch i'm in the goddamn zone!  if i said it mo'fucker then i goddamn mean it said it motherfucker then i goddamn mean it get in get out (get in get out) get in get out (get in get out) if i rep it mo'fucker then i goddamn show it rep it motherfucker then i goddamn show it get in get out (get in get out) get in get out (get in get out) bitch!  wassup? wassup? get buck in this motherfucking club wassup? wassup? get crunk in this motherfucking club wassup? wassup? get buck in this motherfucking club wassup? wassup? get crunk in this motherfucking club  if i said it mo'fucker then i goddamn mean it said it motherfucker then i goddamn mean it get in get out (get in get out) get in get out (get in get out) if i rep it mo'fucker then i goddamn show it rep it motherfucker then i goddamn show it get in get out (get in get out) get in get out (get in get out) bitch!
just a bitch, lil jon, you little punk motherfucker do yo thang you bitch ass niggas won't do a thang so shut the fuck up and peep some game from me  you just a bi-itch! (bi-itch) trick bi-itch(bi-itch) bi-itch (bi-itch) punk ass bi-itch(bi-itch) nigga you ain't nothing but a bi-itch(bi-itch) trick bi-itch(bi-itch) punk ass bi-itch(bi-itch)  yeah!yeah! yeah! yeah! well get yo hands up get yo hands up got damn it motherfucker get yo hands up  well throw yo click up throw yo click up got damn it motherfucker throw yo click up  well what you looking at nigga what you looking at nigga what you looking at nigga what you looking at  now what you wanna do what you wanna do got damn it fuck nigga what yo wanna do  now what you wanna do (you scared)  well nigga fuck you fuck you fuck you fuck you!  bi-itch! (bi-itch) trick bi-itch! (bi-itch) fuck ass bi-itch! (bi-itch) you just a bi-itch! (bi-itch) nigga you ain't nothing but a bi-itch! (bi-itch) trick bi-itch! (bi-itch) punk ass bi-itch! (bi-itch) you just a bi-itch! (bi-itch)  pour me some bombay and fire up that pine its bout time somebody checked you you bitch ass punk i heard you slap ya woman cause she told ya the truth real niggas bring out the ho in you us pimp niggas get it down hoe the chin checker all you do is play the role nigga you just a actor won't let a bitch breathe if she wanted to yawn she just a weak motherfucker so insecure how come she can't leave home without getting cursed out? everytime you get mad you tell her get the fuck out put i told that her i said its cool get at me come by the house and get nasty i spit the real game i rode her in my caddy when she yelled my name i told her call me daddy trick nigga if ya tell me you a player youse a liar cause you never be like willie dynamite supafly...  you just a bi-itch! (bi-itch) trick bi-itch! (bi-itch) fuck ass bi-itch! (bi-itch) punk motherfucking bi-itch! (bi-itch) nigga you ain't nothing but a bi-itch! (bi-itch) you just a bi-itch! (bi-itch) trick bi-itch! (bi-itch) punk ass bi-itch! (bi-itch)  pump pump pump pump let no shots double glock glock nigga pop pop it don't stop in that dirty south burn up the whole block that's what this here be bout niggas living lowless niggas labeled heartless gone see who life the shortest regardless this whole world to me is garabage trying to reap my harvest i'm starving let's live the life of ballin and still trying to find my calling and make a change look into my eyes all you see is pain look up in the sky all i see is rain ain't no sunshine call me a monkey but look i got k-9 bloodlines with p-9's and semiautos and guaranteed tomorrow 9th ward my burrow i represent the scum's ate the crumbs now i'm reaching for a new height nothing but love and we crew tight craving renew sight hussle for food tight who the dopest on the planet bi-itch chyna white  bi-itch! (bi-itch) you just a bi-itch! (bi-itch) trick bi-itch! (bi-itch) punk ass bi-itch!(bi-itch) nigga you ain't nothing but a bi-itch! (bi-itch) you just a bi-itch! (bi-itch) trick bi-itch! (bi-itch) fuck ass bi-itch! (bi-itch) nigga you ain't nothing but a bi-itch! (bi-itch)  you little punk motherfucker do ya thang you bitch ass niggas won't do a thang so shut the fuck up and peep some game from me now you know to shut yo talk it is a shame cause you and yo group won't do a thang the shit that you talking sounds the same to me bi-itch!! 
pop dat pussy, lil jon, yeah! it's yo boy lil jon uh-huh! (yeah yeah) doing this for all the ladies that like to dance (hey) i see you over there (i see ya girl) i see you over there girl (i see ya) damn you ready? get on the floor!  bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass aye!!  big ol' booty i'll make it bounce (bounce) pop dat pussy let it all hang out (hang out) bend ova (bend ova) let me see it go head bitch bitch get get get it  aye!! one leg up roll wit it like a muhfuckin' bread truck (bread truck) let ya self go go go go bend ova make ya knees touch ya elbows... like a muhfuckin' freak hoe (freak hoe) play wit it like a dildo (dildo) fire hot like some chicken wangs (chicken wangs) aye!! do da damn thing fuck them hoes (fuck them hoes) they can't hang (they can't hang) you can make it sticky girl you's a damn freaky girl (freaky girl) twerk dat thang no draws mothafuck a g-strang  bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass  gotta wind on that thang grind on that thang get up on a nigga bend over let it hang gon' touch ya toes show me what you 'bout make that booty wobble gon' head work it out arch in ya back make ya booty clap throw it on a nigga make a nigga throw it back shake it like beyoncé shake it like a dog do it wit no hands from the windows to the wall  bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass  pop dat shit pop it pop dat shit pop it pop dat shit pop it pop dat shit pop it roll dat shit roll it roll dat shit put a hump in ya back get low wit it aye!! knee pop scrub da ground twerk dat shit yeah hoe break it down uh wit ya tights and ya boots on titty bop work it out this ya theme song  bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy fo' me bend over won't you pop dat pussy pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass pop dat pussy and shake dat ass  walk wit it wha wha walk wit it wha wha walk wit it wha wha walk wit it sha sha shake wit it sha sha shake wit it pla pla play wit it (play wit it) pla pla play wit it (play wit it) bah bah bah back it up (back it up) bah bah bah back it up (back it up) bah bah bah back it up (back it up) bah bah bah back it up (back it up) hey!!
ms. chocolate, lil jon, (yeah!) aye uh huh (let's go ladies!) uh huh lil jon (yeah!) your boy kells (yeah!) this is for the chocolate girls all around the world (let's go) uh every block (yeah!) every club (yeah!) every hood (yeah!) i'm in love  so sweet so round so thick so nasty ooh i love that shit so smooth so creamy goddamn it i must be dreaming so jiggly so soft goddamn it i wanna break you off so hot you 'gon melt eat you all up by myself girl i can't wait to unwrap ya it's a chocolate fix i'm after so tasty my treat miss chocolate let me get a little piece i'm cuckoo for cocoa so good i want me some more i'm caught up i need to stop it goddamn i love you miss chocolate!  talking to my silky smooth dark skin chocolate women independent this is y'alls anthem i like them light skinned girls but that dark skin i love chocolate girls stand up this is y'alls anthem  talking about hips talking about thighs talking about big ol' booties and brown eyes chocolate that's what i gotta have tonight leave up out the club with two tonight take shots then more shots then we drink like we own the bar and she's pushing that all on me conversation like let's just leave and i don't hesitate (no) to the crib right away she dropping it dropping it that chocolate chocolate  talking to my silky smooth dark skin chocolate women independent this is y'alls anthem i like them light skinned girls but that dark skin i love chocolate girls stand up this is y'alls anthem  had a red bone chick before she don't do it like you do so i know what i want tonight fly on a chocolate high baby girl you're thick in all the right places let me lick that chocolate baby i wanna taste it think i'm in love (with your dark skin) said i'm in love with miss chocolate!  talking to my silky smooth dark skin chocolate women independent this is y'alls anthem i like them light skinned girls but that dark skin i love chocolate girls stand up this is y'alls anthem  oh i gotta have that dark chocolate (can you give it to me give it to me?) tonight i wanna taste (oh yeah) that dark chocolate (can you give it to me give it to me?) in my bed i gotta have (ooh give it to me give it to me) that dark chocolate oh oh (aye) oh oh let me hear the chocolate ladies say aye yo! (aye yo...) ay ay ay ay ay ay ay yay aye yo! (aye yooo oh) ay ay ay ay ay ay ay ay ay  this is y'alls anthem
g walk, lil jon, lil jon! (bme click) soulja boy tell 'em (can we crank these niggas up boy? let's crank these niggas up man! hahahahaha) sod money gang lame niggas get the fuck outta my way when i step in the club on this one right here nigga (fuck nigga!) shawty redd!  let me see you throw your motherfuckin' sets up (in the sky) throw your motherfucking rags out (wave em' high) pussy nigga keep on eying me (you wanna die) i got shawties them in here too (they gonna ride) we too crunk to be tryna dance (i got that thang) and it's right here on my side (don't make me bang) you must not know where the fuck we from (pick a side) eastside to the west nigga (and we don't hide)  g walkin' through the club haters gettin' mugs i gave your bitch a hug and she got wetter than a tub i'm hot nigga (i'm hot nigga) g walkin' on yo block nigga 80 stacks spent tell my jeweler make my watch bigger soulja boy blowin' up like a fuckin' bomb all i need is ten minutes in a club with lil jon got my goons in this bitch so shawty don't test yo luck chairs flyin' in the club quack quack bitch you better duck  swag to the left (left) swag to the right (right) soulja boy and lil jon gettin' crunk all night g walkin' with the realest with some pants on now everybody in the club turn your motherfuckin' swag on g walk (walk) do it! (walk g walk nigga walk walk gangsta walk nigga) g walk (walk) do it! (walk g walk nigga walk walk gangsta walk nigga)  i'm not playin' boy i'm not playin' ho fuck swag bitch i got mojo no homo i got them thangs cocked 25 bands all wrapped in one not soulja boy shawty left arm right arm shawty 27 tattoos shawty walk inside the party polo on my body g walkin' all my goons get retarded (look)  i don't give a fuck yeah that's what's up think you too tough? you get touched up i sent a ho on ya you get sucked up she let them goons in that's how you've fucked up but it don't even matter fuck that chitter-chatter i'm in the club with it i make them niggas splatter i shake them bottles up we let that liquor splatter cause i'm a crunk nigga i ain't no fuckin' rapper  swag to the left (left) swag to the right (right) soulja boy and lil jon gettin' crunk all night g walkin' with the realest with some pants on now everybody in the club turn your motherfuckin' swag on g walk (walk) do it! (walk g walk nigga walk walk gangsta walk nigga) g walk (walk) do it! (walk g walk nigga walk walk gangsta walk nigga)  hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey
work it out, lil jon, we back again (hey!) chico what’s up boy? (como?) the ladies said it ain’t enough songs for them to dance to (what?) let’s make ‘em dance  the king is here shake yo ass ay mi madre todo eso culo shake yo ass entonces dale the king is here shake yo ass ay mi madre todo eso culo shake yo ass entonces dale  go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out  so so sexy (sexy) so so fine (fine) so so feisty (feisty) let me see you whine so so kinky (kinky) so so freaky (freaky) so so naughty (naughty) such a good time do that nasty dance let me see ya work shake it up girl till your hips hurt make that thang hard make that booty drop whip your body hard shake it don’t stop!  go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out  pit i was ready for a little bit a foreplay for sho’ oh-k-k-k (dale) baby say you wanna open up a pandora box she say “si si” (dale) love on the street like yeah oh yeah i’m a freak like that (dale) and i ain’t fair but if it’s fair then yeah i’ll eat like that (dale) i’mma roll with things you can’t even imagine or even fathom (dale) and i ain’t got no fan but once i hit i’m gone i’m phantom (dale) baby you’re my eve he’s your adam and i’m your snake (dale) so here’s your apple wanna play chess? check mate  go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out  break that shit down (dale) break that thang down (dale) break that shit down (dale) break that thang down (dale) break that shit down (dale) break that thang down (dale) break that shit down (dale) break that thang down (woooo) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (go go!) let me see ya work (work work work)  go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (sexy girl) go ‘head girl work it out (dale loca) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out (work it out) go ‘head girl work it out  the king is here shake yo ass ay mi madre todo eso culo shake yo ass entonces dale the king is here shake yo ass ay mi madre todo eso culo shake yo ass entonces dale  let me see ya work (work work work work work work work work!)
drink, lil jon, yeah hey yeah hey yeah hey time to have some drinks (drinks drinks drinks drinks) lil jon lmfao baby we came in the club (yeah) to get real fucked up and motherfuckin' party how about you? let's go!  one shot two shot three shot four take the bottle to the head and one fucking more one shot two shot three shot four take the bottle to the head and one fucking more everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink  everybody pour me another one hey pour me another one hey pour me another one hey pour me another one pour me another one hey pour me another one hey pour me another one hey pour me another one  champagne vodka don julio tequila let's drink it all and get this party off the meter hey ain't no saying no (no) no your ass needs a drink (drink) i don' drink so much i can't even fucking think yeah damn this party jumpin' the bass is really bumpin' i see a little hottie i need to tell her something yeah you're looking sexy in your all pink stop being lame and have a fucking drink let's go  one shot two shot three shot four take the bottle to the head and one fucking more one shot two shot three shot four take the bottle to the head and one fucking more everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink  everybody pour me another one hey pour me another one hey pour me another one hey pour me another one pour me another one hey pour me another one hey pour me another one hey pour me another one  first off i'ma pro at this i walk in the club with the coldest bitch straighten up you better focus bitch my glass's half empty pour some shit the matter of fact go ahead and drink that couple more shots yeah where your freak at i peep that now i need that treat your pussy like a record go ahead and leak that  it's red foo that dude up in the place party rock crew we doin' it by the case champagne is like a player's mace when the girl's act naughty we spray 'em up in the face yeah it feels like college i'll be the dude walking around with the beer goggles we surrounded by models cause it looks like 4th of july when they bring them bottles  one shot two shot three shot four take the bottle to the head and one fucking more one shot two shot three shot four take the bottle to the head and one fucking more everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink  everybody pour me another one hey pour me another one hey pour me another one hey pour me another one pour me another one hey pour me another one hey pour me another one hey pour me another one  everybody drink drink drink drink drink drink drink hey drink drink drink drink drink drink drink everybody drink drink drink drink drink drink drink hey drink drink drink drink pour me another one
