song,artist,lyrics
slippery, migos, de-de-de-de-de-de-de-de-deko og parker  pop a perky just to start up (pop it pop it) pop two cups of purple just to warm up (two cups drank) i heard your bitch she got that water (splash drip drip woo splash aye) slippery (wow) 'scuse me please me (please) arm up (up) oh believe me believe me (believe me) get beat (beat) 'cause i'm flexin' 'rari's (skrt) you can bet on me (skr skr hey hey hey)  tater tot fuck niggas on my radar watch (watchin') crocodile hunter turn 'em to some gator shots (urr) iced out watch (ice) ridin' round ten o'clock (ten) ridin' round geeked up damn think it's three o'clock (three) four o'clock (four) five o'clock six o'clock (five) i'm gon' pop if i don't i'm back to the pot (whip) i got rocks (rocks) big bales big arms tommy gun (prr) come out and play let's have fun (yeah) big scales (scales) fish scale big weight (fish) iceberg (ice) ice tray ice tray (woo) plug called (called) tried to front i don't need it (brrt) i don't need it (brrt) pockets strong wrist anemic (strong) get freezy (freezy) young nigga pay your debt-is (debt-is) grandma (grandma) auntie ab and auntie neesa (neesa) uncle bo (bo) auntie greta serve ya perkys (greta) auntie eva if she got a pound she might just serve it (serve)  pop a perky just to start up (pop it pop it) pop two cups of purple just to warm up (two cups drank) i heard your bitch she got that water (splash drip drip woo splash aye) slippery (wow) 'scuse me please me (please) arm up (up) oh believe me believe me (believe me) get beat (beat) 'cause i'm flexin' 'rari's (skrt) you can bet on me (skr skr hey hey hey)  offset! slippery (slip') she numbin' me that tongue on me (eghhh) honestly (honest) she fuck with me your wife to be (wife) in italy bought her a fur look like the wildebeast (wrarr) just chill with me (chill) it is no worry it is a bill to me (it ain't nothin') i pull up diablo i pull up with models i gave her her first philippe (philippe) we goin' full throttle she swallowed the bottle i'm all in her ovaries (eghhh) i gave her some dollars i gucci'd her collar now she can't get over me (hey) she want a dose of me (dose) just hop in the ghost with me (ghost) perky and molly don't vote for nobody these bitch ass niggas ain't solid (solid) run in your house and with pumps and the shotties your mama might be up inside it (bah) cars robotic bad bitch with a body but really don't care nothing about it (uh-uh) cappin' and poppin' i seen that lil' masi i coulda pulled up and just shot ya (brrt) it's a jungle i let 'em survive (survive)  pop a perky just to start up (pop it pop it) pop two cups of purple just to warm up (two cups drank) i heard your bitch she got that water (splash drip drip woo splash go aye) slippery 'scuse me please me (please) arm up oh believe me believe me (believe me) get beat (beat) 'cause i'm flexin' 'rari's (skrt) you can bet on me (skr skr hey hey hey)  i rock water diamonds i'm drippin' but not slippin' i threw a quarter (well damn) but nawl i'm not trippin' bugatti on forgis and nawl i'm not crippin' i buy ferraris like jordans i'm mike and y'all pippen chillin' just me and my millions niggas they all in they feelin's my bitches i spoil them like they chillens so persistent if i want it i go get it i'm so slimy grimy shiesty but still shinin' rude and unkindly cruel with no conscience drop the top on college nigga i ain't with no-nonsense and i'm a murderer nigga but i don't promote violence  dead shot (brrt) ak make your head rock (brrt) red dot (pewpew) retro air jord' deadstock (-stock) lean on rocks (act) perkys mollies xannies rocks (roxies) oxycontin (oxyies) takeoff i'm your med doc (takeoff!) leg lock (leg) the key i got unlock the box (box) what's in that box (huh?). don't tell 'em they might show the cops (shh) wristwatch (bite) abnormal so i flood the clock (ice) money flop panties drop that's when them titties pop (woo) free my partners (john wick) 'til they free it's fuck the cops (fuck 'em) they know i geek a lot they don't know i keep a glock (clueless) ain't been no drought (where) they think i been sleep a lot they think i'm dumb (dumb) they don't know i see the plot (see it) fuck it i seize a knot  pop a perky just to start up (pop it pop it) pop two cups of purple just to warm up (two cups drank) i heard your bitch she got that water (splash drip drip woo splash aye) slippery (wow) 'scuse me please me (please) arm up (up) oh believe me believe me (believe me) get beat (beat) 'cause i'm flexin' 'rari's (skrt) you can bet on me (skr skr hey hey hey)
walk it talk it, migos, yeah yeah (deko) woah hold on (og parker) uh  walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (woo) walk it like i talk it (yeah) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (woo) walk it like i talk it (hey) walk it like i talk it (walk it) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (woo) walk it like i talk it (talk it) walk it like i talk it (ayy) walk it like i talk it (woo) walk it walk it like i talk it (yeah)  take my shoes and walk a mile somethin' that you can't do (woo hey) big talks of the town big boy gang moves (gang moves) i like to walk around wit' my chain loose (chain chain) she just bought a new ass but got the same boobs (same boobs) whippin' up dope scientist (whip it up whip it up cook it up cook it up skrr skrr) that's my sauce where you find it? (that's my sauce look it up look it up find it) addin' up checks no minus (add it up add it up add it up add it up yeah) get your respect in diamonds (ice ice ice ice ice ice) i bought a plain jane rollie these niggas bought they fame (woo) i think my back got scoliosis 'cause i swerve the lane (skrr) heard you signed your life for that brand new chain (i heard) think it came with stripes but you ain't straight with the gang (gang gang)  walk it like i talk it (walk it) walk it like i talk it (yeah) walk it walk it like i talk it (talk it) walk it like i talk it (woo) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (talk it) walk it like i talk it (let's go) walk it like i talk it (walk it) walk it like i talk it (woo) walk it like i talk it walk it walk it like i talk it (hey) walk it like i talk it (walk it) walk it like i talk it (yeah) walk it like i talk it walk it walk it like i talk it  ayy i gotta stay in my zone say that we been beefin' dog but you on your own first night she gon' let me fuck 'cause we grown i hit her gave her back to the city she home (she at home now!) that was that so i can't be beefin' with no wack nigga got no backbone heard you livin' in a mansion in all your raps though but your shit look like the trap on this google maps though we been brothers since versace bando whoa name ringin' like a migo trap phone whoa used to be with vashtie at santo's that's on tommy campos we live like sopranos and i—  walk it like i talk it (walk it) walk it like i talk it (yeah) walk it walk it like i talk it (talk it) walk it like i talk it (woo) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (talk it) walk it like i talk it (let's go) walk it like i talk it (walk it) walk it like i talk it (woo) walk it like i talk it walk it walk it like i talk it (hey) walk it like i talk it (walk it) walk it like i talk it (yeah) walk it like i talk it walk it walk it like i talk it  woo woo woo offset niggas pocket watchin' (watchin') i want that thot this thot ménagin' (which one?) i bought a franchise to double up the profits (franchise) we make a landslide chopper get to poppin' (landslide) eliott got me rocky pour sake  chicken teriyaki (brr) take off rocket keep 'em in pocket water gon' lock it quadruple the profit (profit) i walk like i walk (hey) talk like i talk (woah) what’s in my vault? load of cash and assaults (brr!) i put a lab in my loft (lab) she cook up and jab with the fork (jab) by the pair i got karats that choke (by the pair) by the pair i got karats each lobe (by the pair) private life private jets 'round the globe (private life) hit a bitch hit a lick with the 'cho (hey)  walk it like i talk it (walk it) walk it like i talk it (yeah) walk it walk it like i talk it (talk it) walk it like i talk it (woo) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (talk it) walk it like i talk it (let's go) walk it like i talk it (walk it) walk it like i talk it (woo) walk it like i talk it walk it walk it like i talk it (hey) walk it like i talk it (walk it) walk it like i talk it (yeah) walk it like i talk it walk it walk it like i talk it  watch it buck no milwaukee (hunnid) walk it like i talk it that's my bro he know the lingo (lingo) ain't no walkie-talkie (no) this some you know why don't we know? (we know?) hold out on that coffee smoke the cookie get the coughin' drop-dead fresh i need a coffin ballin' somethin' we do often (ball) take the pot and i'm splashin' up dolphin (splash) i take the nine and go buy me a faucet (nine) walk it like i talk it a nigga done bought it (uh) i play the coach so i gotta call it (call it) up in the shits some niggas just dormant (shits) walk in the buildin' they start applaudin' (applaudin') i get a rebound i ain't talkin' 'bout spalding (ball)  walk it like i talk it (walk it) walk it like i talk it (yeah) walk it walk it like i talk it (talk it) walk it like i talk it (woo) walk it like i talk it (walk it) walk it like i talk it walk it walk it like i talk it (talk it) walk it like i talk it (let's go) walk it like i talk it (walk it) walk it like i talk it (woo) walk it like i talk it walk it walk it like i talk it (hey) walk it like i talk it (walk it) walk it like i talk it (yeah) walk it like i talk it walk it walk it like i talk it
stir fry, migos, woo woo woo woo woo woo woo woo  dance with my dogs in the nighttime (wroof) trap nigga with the chickens like popeye's (popeye's) money changin' colors like tie-dye (tie-dye) i'm just tryna get it i ain't tryna die (no) she got a big ol' onion booty make the world cry (cry) in the kitchen wrist twistin' like it's stir fry (whip it) hold them bands down (hey) hold your mans down (hey) who told you come around? (who?) this that trap sound (trap) designer clothes (clothes) fashion shows (shows) trap house (house) made of gold (gold) control the bag now (control it) no need to brag now (no need) ayy put the mask down (mask) we livin' fast now (fast) finest hoes (finest) wrist froze (hoe) we can  go (we can) coast to coast (coast)  keep watchin' me whip up still be real and famous yeah dance with my dogs in the nighttime (woo woo woo wroof) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it)  offset! i take a whip it intermission let the birds fly (brrr) i get money tunnel vision through my third eye (money) in that skillet watch me flip it like it's five guys (flip it) look at my pilgrim take off the ceiling look at the blue sky (skrrt) icy patek check yeah boogers they sit on my neck (ice) i don't regret shit yeah i'm paid and i don't got a debt (hah) you crawl 'fore you walk you can ball every week for my dogs 'hind the wall we gon' ball when you free (ball) stop watchin' me democracy you wanna copy me (you watchin') life's monopoly go cop me some land and some property (property) ap rolls (rolls) pink diamonds whoa (whoa) whip up the soda diamonds off the royce (hey)  keep watchin' me whip up still be real and famous yeah dance with my dogs in the nighttime (wroof) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (wroof) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it)  in the kitchen curry chicken call it stir fry takeoff i'm the bird keeper let the birds fly why you tryna take my prize? you a dead guy of course i gotta keep a watch out through my bird eye no casket drop dead fresh and i got dead guys don't discriminate ball players come in all sizes finger roll post move or the pick and roll they mad the way we win they think we used a cheat code why you keep lookin' at me? i feel like niggas got static it must be the patek pockets blue cheese i'm in the kitchen  in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) keep watchin' me whip up still be real and famous yeah dance with my dogs in the nighttime (wroof) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (whip it) in the kitchen wrist twistin' like it's stir fry (wroof)
kelly price, migos, bentley truck yeah that's my choice of ride (skrrt skrrt) always keep some bitches on the side yeah yeah don't stand too close my diamonds gonna bite (bling) i get drugs for the right price yeah yeah (drugs) she gon' eat this molly like it's rice (eat it up) i'ma let that lean flow through my ice (lean lean) said she never had a migo night (no) i'ma make her sing like kelly price (sing!)  my ice klondike ride around dough right (yeah) ride around get right get rich good night (oeh) good night (good night) my bitch (bitch) for real she honest won't tell (oh) popeye's oatmeals popeye's and oatmeal (ayy) she gon' kill yeah (pew pew pew pew pew pew) i go through all the cities (yeah) i'm on a mile a minute (uh) i go a mile a minute (skrrt) you wanna play violent? let's get it (yeah) take me back to the old days (old) take me back to my old ways (old) lifestyle yeah the gang way (gang) way before they called me sensei get robbed in the driveway (robbed) bad bitches they was not here you were prolly watching garfield (hey) tunnel vision and nothin' else kick door that's on our face (door) i done walk in the hallway basketball then gunplay (prrr) young niggas didn't graduate you probably think i couldn't make it (i made it) it's all good god saved me (god) now i'm doin' what i wanna bentley truck bent the corner (skrt skrt skrt skrt skrt skrt) niggas bite like piranhas (bite) if i gotta put the bag on 'em i'ma pay 'em all hundreds  bentley truck yeah that's my choice of ride (choice of ride yeah) always keep some bitches on the side yeah yeah (yeah) don't stand too close my diamonds gonna bite (gonna bite ya) i get drugs for the right price yeah yeah she gon' eat this molly like it's rice i'ma let that lean flow through my ice said she never had a migo night i'ma make her sing like kelly price (sing!)  flash dash (straight up) treat the bentley truck like a jag' got the red and blues on my ass got lethal narcs lethal darts my bitch got lethal parts a lethal heart all my furniture same color molly tan (molly tan) you wanna go to heaven grab my hand (grab my hand) she gon' suck me dry until we land (yeah!) i'ma call on squad like what's the plans? (it's lit!) we been rockin' geekin' goin' all night (skrt skrt) treat my lambo like a fisher price yeah yeah (skrt skrt) i can never let her spend the night woke up cocaine all in my hair thought it was lice yeah yeah (straight up)  bentley truck yeah that's my choice of ride (choice of ride yeah skrrt skrrt) always keep some bitches on the side yeah yeah (yeah) don't stand too close my diamonds gonna bite (gonna bite yeah) i get drugs for the right price yeah yeah (drugs) she gon' eat this molly like it's rice i'ma let that lean flow through my ice said she never had a migo night i'ma make her sing like kelly price (sing!)  no key push button auto start my ride (ride) two piece chicken wing without the fries (fries) if i pop the seal and drink it you gon' drive (drive) if you let me in and i like i change your life (change) back it up back it up back it up alright (alright) we go try something different just for tonight (try) tear the tab and i paid the price (price) just take me there i might roll the dice (ah) with a blindfold i could still whip up a pie (pie) never leave and go nowhere without the fire (brrr) if you cashed out on that bentley truck say i (i) plus another car that's on my ice (yeah yeah)  bentley truck yeah that's my choice of ride (choice of ride yeah skrrt skrrt) always keep some bitches on the side yeah yeah (yeah) don't stand too close my diamonds gonna bite (gonna bite yeah) i get drugs for the right price yeah yeah (drugs) she gon' eat this molly like it's rice i'ma let that lean flow through my ice said she never had a migo night i'ma make her sing like kelly price  my choice of ride (my choice of ride) my choice of ride (my choice of ride) yeah yeah she gon' eat this molly like it's rice i'ma make her sing sing like kelly price yeah (whoa) i just can't understand her understand i just can't understand understand she drive i drive hours i always drive i drive for you i black out i black out too
narcos, migos, magnífico arriba magnífico arriba arriba  trapping like the narco (narco) got dope like pablo (pablo) cut throat like pablo (cut throat)  chop trees with the draco (draco) on the nawf got diego (diego) say hasta luego (luego) muy bien wrap a  kilo (yeah) snub nose with potato straight out the jungle (yeah yeah yeah yeah yeah) (magnífico) this real rap no mumble (yeah yeah yeah yeah yeah) (arriba) my skin black like mamba (yeah yeah yeah yeah yeah) got stash boxes in hondas (yeah yeah yeah yeah yeah) straight out the jungle (oh yeah)  woo bricks in the brick house (yeah) use to hit licks and go to ma house (licks momma) straight out the jungle (yeah yeah yeah yeah) young nigga don't know nothin' now (ya) young nigga know too much now (woo) bow bow bow that'll slow them down (uhh yeah yeah) we pick up the hundos (hundos) then drop them off to huncho (huncho) i came from the bando (bando beep beep) here go the wide load  trapping like the narco (narco) got dope like pablo (pablo) cut throat like pablo (cut throat) chop trees with the draco (draco) on the nawf got diego (diego) say hasta luego (luego) muy bien wrap a  kilo (yeah) snub nose with potatoes straight out the jungle (yeah yeah yeah yeah yeah) (magnífico) this real rap no mumble (yeah yeah yeah yeah yeah) (arriba arriba) my skin black like mamba (yeah yeah yeah yeah yeah) got stash boxes in hondas (yeah yeah yeah yeah yeah) straight out the jungle magnífico arriba arriba  hey cold gang with the cocaine (coke) the more money make more rain (rain) pourin' up a pint while i'm baggin' propane (baggin') point blank range give a nigga nose rings (yes) skip to my lou with a pack in the cat (cat) jiffy lube where the bricks where they at? (where) dripping ooze the patek all wet (ooh) the birds in the trap they ain't leavin' out they nest (brr) baguette pavé set like meth (yup) yup runnin' with the pack got slept (yeah) hands in the cookie jar cut his finger off (ah) nigga bein' greedy we gon' cut his tummy out (huh) hundred bricks on the roads took a couple routes (bricks) plush momma's house hermes and fendi couch (ayy) uh i ain't really with the razzle dazzle (nah) knock him off and then i throw him off the boat paddle (brr) go to tijuana put the kilo on the saddle (ooh) sack him hit a lick and cop a pterodactyl (sack) pap him choppa biting down like an apple (argh) mansion with the acres with the horses and the cattle  trapping like the narco (narco) got dope like pablo (pablo) cut throat like pablo (cut throat) chop trees with the draco (draco) on the nawf got diego (diego) say hasta luego (luego) muy bien wrap a kilos (yeah) snub nose with potatoes straight out the jungle (yeah yeah yeah yeah yeah) (magnífico) this real rap no mumble (yeah yeah yeah yeah yeah) (arriba arriba) my skin black like mamba (yeah yeah yeah yeah yeah) got stash boxes in hondas (yeah yeah yeah yeah yeah) straight out the jungle magnífico arriba arriba  take-takeoff no monkey in the jungle block hot like a sauna (hah) bustas knocking on me tryna weave with anacondas (fire) jumpin' in the water tryna sneak across the waterglass (splash) gotta seek guards out got me bit by a piranha (ouch) i'll bag it bag a money know i gotta have it savage but i'm still a gentleman in cali (cali) static nigga turn to mean about the cabbage (uh) kill his whole family if he run off with your package (brrt!) i just put a pack on the way to bogota (pack) poke his eyes out ain't no tellin' what he saw (poke 'em out) i'ma wire his jaw i don't know if he will talk (wire jaw) get the chainsaw and i'ma saw his legs off (saw) they knew that we was gang but they sayin' that we a ring (gang) investigatin' takin' pictures of the whole team (dea) undercover tryna do a sting 10 mil' on a plane going straight to medellín  trapping like the narco (narco) got dope like pablo (pablo) cut throat like pablo (cut throat) chop trees with the draco (draco) on the nawf got diego (diego) say hasta luego (luego) muy bien wrap a kilo (yeah) snub nose with potatoes straight out the jungle (yeah yeah yeah yeah yeah) (magnífico) this real rap no mumble (yeah yeah yeah yeah yeah) (arriba arriba) my skin black like mamba (yeah yeah yeah yeah yeah) got stash boxes in hondas (yeah yeah yeah yeah yeah) straight out the jungle
get right witcha, migos, m-m-m-murda yeah  hold up hold up (hold up hold up) get right witcha (i'ma get right witcha) bad bitches fuck 'em then dismiss 'em (bad woo) i ain't really here to take no pictures (flash) middle finger up fuck the system (fuck 'em)  yeah coupe is robotic i ain't touchin' (nah skrt) lookin' at your hoe because she bustin' (ye woo) ridin' in the coupe with the wings (brrt) goin' to chi-land with them chinks (chinks) percocet party servin' fiends (perky!) swear to god my plug was vietnamese (brrt brrt brrt) taliban my drugs wrap 'em please (taliban) servin' all day my gas on e (let's go) thirty hollow tips in extendo (bow thirty) shadows keep wavin' by my window (woo shadows) thankin' god he saved my life from kick doors (god!) still sippin' oil migos citgo (drank gone)  hold up hold up (yeah) get right witcha (i'ma get right witcha) bad bitches fuck 'em then dismiss 'em (bad woo) i ain't really here to take no pictures (flash) middle finger up fuck the system (fuck 'em) get right witcha (i'ma get right witcha) get right witcha (i'ma get right witcha) hold up get right witcha (i'ma get right witcha) get right witcha  offset! in the kitchen with a lot of white (white) i done fucked a lot of niggas' wife (smash) make a milli then i make it twice (m's) bought that wraith and had the ceilin' light (wraith) i like a bitch with some cellulite (ooh) tape a brick to her take a flight (ooh) used to ask what the lick was like (where?) now i'm askin' what the lear look like (huh?) niggas copy mike tyson bite (ahh-urr ahh-urr ahh) smokin' cookie yeah that's dynamite (cookie woo) lamborghini white on white (lamborghini) all these diamonds yeah they white on white (white) takin' chances had to roll the dice (aye) send my shooters come and take your life (brrt) born with it count a hundred thousand start snowin' with it (hundred) go and get it thirty round clip tear off a arm or ligament (rrah) bitch i'm o-dog from menace (urr) you trappin' hard for pennies (go) hop in the frog it's tinted (skrrt) askin' the lord forgive me (hey)  hold up hold up get right witcha (i'ma get right witcha) bad bitches fuck 'em then dismiss 'em (bad woo) i ain't really here to take no pictures (flash) middle finger up fuck the system (fuck 'em) get right witcha (i'ma get right witcha) get right witcha (i'ma get right witcha) hold up get right witcha (i'ma get right witcha) get right witcha  pop me a missile (ayy) take me a picture (flash) get right witcha (i'ma get right witcha) lit like christmas (like christmas) white like tissue (white) drank too official (drank) cut like scissors (cut) boy got wisdom (wisdom) fuckin' on vixens (smash) whole gang itchin' (itch) fuckin' with the wrong one trippin' thirty round extension for the tension (brrt) hundred round drum listen fuck around and end up missin' (brrt) get 'em knocked off for a ticket have my young nigga do the sentence aw man whip up the white wendy pick up the pipe and she get no penny (nope) rockstar livin' life lenny you can do better never settle keep a beretta case of the pressure (brrt) i tell the plug mail 'em which way? dat way tell 'em ayy  hold up hold up get right witcha (i'ma get right witcha) bad bitches fuck 'em then dismiss 'em (bad woo) i ain't really here to take no pictures (flash) middle finger up fuck the system (fuck 'em) get right witcha (i'ma get right witcha) get right witcha (i'ma get right witcha) hold up get right witcha (i'ma get right witcha) get right witcha
fight night, migos, if you know me know this ain't my feng shui certified everywhere ain't gotta print my resume talking crazy i pull up andale r.i.p. to nate dogg i had to regulate  aye twaun turn that beat down public service announcement where all my rich niggas at man? yrn shit man migo!  broke niggas stand to the left my rich niggas stand to the right lil' mama she keep looking at me (lil' mama!) i'ma knock the pussy out like fight night hit it with the left hit it with the right i'ma knock the pussy out like fight night beat it with the left beat it with the right i'ma knock the pussy out like fight night  if you know me know this ain't my feng shui certified everywhere ain't gotta print my resume talking crazy i pull up andale r.i.p to nate dogg i had to regulate pocket rocket fire watch him disintegrate it's a truckload coming on the interstate sirloin steak all on my dinner plate your main bitch say she wanna make a sex tape rich nigga i could never be a broke nigga (rich nigga) broke niggas i can never get along with them always been hated since a little nigga (always) it's forever pussy nigga gotta deal with it (rich nigga!)  broke niggas stand to the left my rich niggas stand to the right lil' mama she keep looking at me (lil' mama!) i'ma knock the pussy out like fight night hit it with the left hit it with the right i'ma knock the pussy out like fight night beat it with the left beat it with the right i'ma knock the pussy out like fight night  float like a butterly sting like a bee rumble young nigga rumble! lil' mama want a nigga like me in the sheets ice cube knock it out like deebo now who's that talking that gangsta shit? somebody gonna kick your ass when i walk up in the club i better make a thunderstorm let them know that this a whole lot of cash rich niggas on the right all night (rich nigga) broke niggas to the left by yourself (brokanese) now who the hell just said that the roof on fire? call 911 like wyclef  broke niggas stand to the left my rich niggas stand to the right lil' mama she keep looking at me (lil' mama!) i'ma knock the pussy out like fight night hit it with the left hit it with the right i'ma knock the pussy out like fight night beat it with the left beat it with the right i'ma knock the pussy out like fight night  i'm a rich nigga i don't like a bitch nigga snitch nigga broke nigga i don't deal with you all of my niggas official my bitches they skrippers my niggas they criminals trying to get to the m&ms if your bitch is so innocent why she sucking my children lights camera action diamond dancing bitch we go in the building bad bitch make it clap like magnolia young rich nigga on the couch talking to oprah bottles in the vip while i stand on the sofa i don't speak your language brokanese i thought i told ya these bitches they be smokin' on hookah my nigga ballin' like hoosiers pull up in the double r go scare ya bitch freddy krueger flooded franck muller  broke niggas stand to the left my rich niggas stand to the right lil' mama she keep looking at me (lil' mama!) i'ma knock the pussy out like fight night hit it with the left hit it with the right i'ma knock the pussy out like fight night beat it with the left beat it with the right i'ma knock the pussy out like fight night
handsome and wealthy, migos, i don't know why i came in this club with you girl don't know why i came in with these diamonds on my chain surrounded by bad bitches i can't get 'em out my face is it cause a nigga handsome and wealthy? is it cause a nigga cook like a professor? i don't know how you feel can you tell me? i won't know how you feel 'til you tell me is it cause a nigga handsome and wealthy?  is it cause i'm a star it maybe could be my star status i got my chain and ring my rolex watch it got 50 carats it could be qc or even maybe it's me it could be that 4 hour flight shopping in beverly what's on your mind? i'm not ginuwine ain't tryna spend no time i know my bitch she so fine but i don't know what's on her mind gotta pay that cost to be a boss i put on my louboutins playing golf young nigga walking with nina ross i'm dropping the bombs like viet cong  i don't know why i came in this club with you girl don't know why i came in with these diamonds on my chain surrounded by bad bitches i can't get 'em out my face is it cause a nigga handsome and wealthy? is it cause a nigga cook like a professor? i don't know how you feel can you tell me? i won't know how you feel 'til you tell me is it cause a nigga handsome and wealthy?  they say i'm picky cause all my bitches exquisite i'm in some vintage givenchy smokin' a philly the dope that i sell is the purest the junkies they hit it they scratchin' and itchin' the flow that we killin' the flow that we spittin' my nigga you know we invented it dripping in st. louis i'm a lunatic i'm a migo but my bitch an immigrant i got the boot but no timberland i am the plug you the middle man i never leave my niggas starvin' you niggas mistake me for marvin i got 15 bricks i'm finna drop in there right next to that carbine  i don't know why i came in this club with you girl don't know why i came in with these diamonds on my chain surrounded by bad bitches i can't get 'em out my face is it cause a nigga handsome and wealthy? is it cause a nigga cook like a professor? i don't know how you feel can you tell me? i won't know how you feel 'til you tell me is it cause a nigga handsome and wealthy?  is it my looks or is it my wealth? or is it the way that i carry myself? let me know i need some help don't keep that secret to yourself bitches be saying i'm acting funny cause a young nigga got a lotta money she lookin' at me like she want somethin' can't give her nothin' but a couple hundreds she sucked up on a nigga tryna give a nigga kisses baby girl you trippin' (i don't know how you feel can you tell me?) i know why you came in this club tonight looking for a nigga that's gon' change your life  i don't know why i came in this club with you girl don't know why i came in with these diamonds on my chain surrounded by bad bitches i can't get 'em out my face is it cause a nigga handsome and wealthy? is it cause a nigga cook like a professor? i don't know how you feel can you tell me? i won't know how you feel 'til you tell me is it cause a nigga handsome and wealthy?
notice me, migos, good job first  got your ho with me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me and you know i got that rol' on me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me  ayy i wanna ride ride ride on it keep my eyes eyes eyes on her wanna cry cry cry on her ayy i wanna fly fly fly on it can i vibe vibe vibe on it? fox five five five on it get live yeah  all this jewelry they gon' notice me (ayy) birds in the traps singin' like jodeci i tip a bitch 'cause of my courtesy (tippin') then do a show pick up my currency (backend) versace slippers colored burgundy ('sace) rappers be talkin' think they hurtin' me (uh uh) i took his ho make her come work for me (bitch) keep the draco case an emergency (grr grat) ridin' 'round the city sippin' a tea packin' the heat niggas that lookin' for me (lookin' for) comin' up watchin' them niggas on tv like they were what i wanted to be (wanted to) now i'm the one gettin' paid for it thank god it's a blessin' to see (naw for real) doin' shows i'm on stage for it saint laurent on my feet  got your ho with me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me and you know i got that rol' on me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me  ayy i wanna ride ride ride on it keep my eyes eyes eyes on her wanna cry cry cry on her ayy i wanna fly fly fly on it can i vibe vibe vibe on it? fox five five five on it get live yeah  i told that bitch to drop a four for me (drop a four) drop my top now i'm exposin' me (skrrt skrrt) a lot of these rappers gettin' old to me (they kinda old) extortion publishin' you owe it to me (you know you owe) i'm droppin' the top and showin' the titties (drop top) run to the money we tryna get fitted (run to the money) i clear my mind and i had a vision (i had a vision) and then i arrive with twenty-five bitches (then they arrive) we sell out the whole facility not likin' your vibe your energy (vibe) i came from the pot with kimberly (pot) she sniffin' the lines assembly (lines) we had a good time in italy (time) yo these niggas be lyin' about loyalty (lyin') get on my knees prayin' to god to cover me  got your ho with me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me and you know i got that rol' on me i pull her slowly saint laurent on both my feet all this jewelry they gon' notice me  ayy i wanna ride ride ride on it keep my eyes eyes eyes on her wanna cry cry cry  on her ayy i wanna fly fly fly on it can i vibe vibe vibe on it? fox five five five on it get live yeah  nawfside yeah can we ride yeah yeah yeah yeah yeah
